title,year,mpaa,wealth,agency,core,music,inclusion,romance,rt_critic,rt_audience,revenue_musd,revenue_adj_musd,icon,commentary,total,tier,segment,critic_minus_audience,safe_bet_index
The Mighty Ducks,1992,,28,13,13,5,7,6,,,,,,"{""overall"": ""The Mighty Ducks is a redemption arc for a disgraced lawyer-turned-coach whose goal is personal integrity, not status — the reward is a livelihood (keeping his job) and the kids' dignity, not wealth or ascension. Gordon Bombay drives the story but the team's collective agency dilutes his solo solving, and the emotional core — a man confronting his own childhood wound — is real if somewhat formulaic."", ""wealth"": ""Bombay starts with hollow professional status that is critiqued as empty; the story's endorsed reward is restored self-respect and a coaching identity, not wealth or rank — landing in the 'goal is a livelihood, status critiqued as hollow' band around 28-30."", ""agency"": ""Bombay makes the key choices (recruiting players, changing tactics, standing up to Reilly) but the climax is a team effort and his arc is partly destiny-assisted by the community service sentence forcing his hand — strong but split, scoring 13."", ""core"": ""The film has a genuine emotional spine — a man re-confronting the childhood failure and absent father figure that shaped his arrogance — which elevates it above pure sports-adventure beats, though it remains fairly conventional in execution."", ""music"": ""Score-only with a licensed soundtrack; no original songs carry the narrative, placing it squarely in the 5-band."", ""inclusion"": ""Band 7/10 (Meaningful representation, not the lesson): The team is deliberately assembled as a multicultural, cross-class, mixed-gender group (including a girl who earns her place on merit) and this diversity is presented as strength, but dismantling prejudice is not the film's central thesis."", ""romance"": ""Romance is entirely absent from the narrative structure; there is a mild nod toward Bombay and Hans's surrogate-family dynamic but no romantic prize whatsoever.""}",72,B,kids,,
How to Train Your Dragon: The Hidden World,2019,,30,13,15,5,5,3,,,,,,"{""overall"": ""Hiccup is a chief's son whose inherited status does narrative work, but the story critiques the burden of leadership and the reward is not status but rather the bittersweet act of letting go — of Toothless, of the dragon world, of adolescence. The emotional core is genuinely resonant (love as sacrifice, growing up means loss), though the agency is split between Hiccup and Toothless, and the villain is resolved partly through Toothless's own power rather than Hiccup's cleverness alone."", ""wealth"": ""Hiccup is the chief's son and that status is load-bearing for the plot, but the story frames leadership as burden and sacrifice rather than prize, landing in the 'wealth/status critiqued as hollow' band around 30."", ""agency"": ""Hiccup drives most decisions and the final resolution — releasing Toothless — is entirely his choice, but the climax is substantially shared with Toothless's own agency and the Light Fury's role, diluting sole protagonist solving."", ""core"": ""The film's emotional engine is genuinely about love requiring release and the grief of growing up, which is real substance with a clear arc, placing it near Cars at 13-15 rather than the deepest Inside Out/Coco tier."", ""music"": ""John Powell's score is excellent and thematically rich but there are no original songs carrying the story; this is a score-only film."", ""inclusion"": ""Band 5/10 (Neutral): The cast is a largely homogeneous Viking world with no prejudice lesson and no group harmed; non-human dragon characters add variety but the film neither teaches inclusion nor causes harm."", ""romance"": ""Hiccup and Astrid's relationship is present and culminates in marriage in the epilogue, but it is clearly secondary to the Hiccup-Toothless bond and not framed as the prize, placing it in the balanced middle band.""}",71,B,kids,,
Frozen II,2019,PG,16,17,15,9,8,6,77.0,92.0,1450.0,1798.0,,"{""overall"": ""Still born-royal; Northuldra colonialism reckoning earns real inclusion credit; Into the Unknown; grief-and-change core solid."", ""wealth"": ""Still born-royal; the powers now mythologized"", ""agency"": ""The sisters do the next right thing"", ""core"": ""Grief and change; solid"", ""music"": ""Into the Unknown"", ""inclusion"": ""Band 8/10 (strong, secondary): the Northuldra colonialism reckoning is real inclusion content; secondary to the sisters' arc"", ""romance"": ""Kristoff proposal comedy; harmless""}",71,B,kids,,
Cars,2006,G,20,17,15,5,7,6,75.0,71.0,462.0,725.0,,"{""overall"": ""Born-into-talent rookie phenom with no depicted grind (dock); status critiqued as hollow; forgotten-rural-community inclusion credit; licensed soundtrack."", ""wealth"": ""Born-into-talent phenom, no depicted grind"", ""agency"": ""Forfeits the win by choice"", ""core"": ""Humility; forgotten places"", ""music"": ""Licensed soundtrack"", ""inclusion"": ""Band 7/10 (representation, not the lesson): a forgotten rural community seen and valued; class-adjacent inclusion"", ""romance"": ""Sally is background""}",70,B,kids,,
Pocahontas,1995,G,26,15,12,9,5,3,55.0,64.0,346.0,720.0,,"{""overall"": ""Explicit anti-prejudice message ('savages' sung by both sides) docked for historical whitewash of a real child's story; Colors of the Wind."", ""wealth"": ""Chief's daughter; nature over gold-lust"", ""agency"": ""Stops an execution and a war"", ""core"": ""Muddled by the false history"", ""music"": ""Colors of the Wind"", ""inclusion"": ""Band 5/10 (neutral): explicit anti-prejudice text ('savages' sung by both sides) cancelled against the whitewash of a real child's story"", ""romance"": ""Romance central; she stays""}",70,B,kids,,
Honey I Shrunk the Kids,1989,,36,13,8,5,5,3,,,,,,"{""overall"": ""A suburban adventure about ordinary kids surviving a backyard wilderness after an accidental shrinking — the protagonist is a bumbling but well-meaning inventor dad, and the kids are genuinely ordinary. The story has real charm but its emotional core is fairly standard adventure/family-reconnection beats without deep thematic weight."", ""wealth"": ""The Szalinski family is a normal suburban household with no inherited status or wealth doing narrative work; the story could happen to any family with an eccentric inventor parent, landing it near the top band."", ""agency"": ""The kids drive most of their own survival through choices and resourcefulness, but they are ultimately rescued by Wayne's intervention at the climax — a split between self-solving and parental rescue that places this in the strong-but-diluted band."", ""core"": ""The emotional undercurrent is about a distracted father reconnecting with his kids and the neighboring family bridging a feud, which is real but thin — standard adventure/family beats rather than a deep honest reckoning with identity or grief."", ""music"": ""The film relies on a James Horner orchestral score with no original songs carrying the story, placing it squarely in the score-only band."", ""inclusion"": ""Band 5/10 (Neutral): The cast is a mix of two ordinary suburban families with no harmful stereotyping and no inclusion lesson — a neutral, non-human-scale adventure world that neither teaches prejudice nor actively excludes."", ""romance"": ""A minor teen romance subplot between Nick and Amy's neighbor develops alongside the main adventure but is clearly secondary and not framed as the prize or endpoint of the story.""}",70,B,kids,,
Home on the Range,2004,,30,13,8,8,5,6,,,,,,"{""overall"": ""Home on the Range is a modest, largely forgotten Disney western in which three dairy cows try to save their farm by capturing an outlaw for the bounty money — a livelihood goal rather than a status goal. The emotional core is thin and the agency is split across the trio, but the structure doesn't endorse inherited wealth or romantic rescue, keeping the profile middling-to-decent."", ""wealth"": ""The goal is explicitly saving the farm (a livelihood), not ascending to status — this lands in the 30-band logic of 'goal is a livelihood rather than status,' docked slightly because the farm itself is a comfortable, idealized pastoral setting that does mild narrative work as a place worth preserving for its own charm."", ""agency"": ""The three cows collectively drive the plan and execute the capture of Alameda Slim, but agency is split among the ensemble and a bounty-hunter horse (Buck) also plays a significant role in the climax, diluting any single protagonist's ownership of the resolution."", ""core"": ""The story gestures at themes of home, belonging, and found family among misfit animals, but these beats are standard and underdeveloped — it never reaches the emotional honesty of a deeper arc, landing squarely in the 'standard adventure/friendship beats' band."", ""music"": ""Alan Menken and Glenn Slater contribute original songs (including 'Little Patch of Heaven' and the villain's yodeling numbers) that are woven into the plot and character, but the overall musical ambition is uneven and the songs don't carry the story with the consistency of a top-tier Disney musical."", ""inclusion"": ""Band 5/10 (Neutral): The cast is largely non-human animals in a stylized frontier setting; no group is harmed or stereotyped in a meaningful way, but no inclusion lesson is taught either — passive neutral."", ""romance"": ""Romance is entirely absent from the narrative; no character's arc is resolved through being chosen or paired off, placing this firmly in the subverted/absent band.""}",70,B,kids,,
Treasure Planet,2002,,22,14,15,8,5,6,,,,,,"{""overall"": ""Treasure Planet is a sci-fi retelling of Treasure Island centered on a troubled, ordinary boy whose real journey is about father-wound healing and self-worth rather than treasure acquisition — the treasure is ultimately rejected in favor of earned belonging. The inherited-specialness score is pulled down by the 'born for greatness' destiny framing Silver imposes on Jim, though Jim is genuinely working-class and the wealth reward is literally blown up. Agency is strong but Silver's mentorship and a fair amount of luck dilute Jim's solo solving."", ""wealth"": ""Jim is a broke, directionless kid with no status — solidly ordinary — but the narrative repeatedly frames him as cosmically destined for greatness (Silver's speeches), nudging it just below the 'genuinely ordinary' band; the treasure itself is destroyed so status-as-reward is explicitly refused, keeping it out of the lower bands."", ""agency"": ""Jim drives the key plot turns — stealing the map, navigating the ship, saving the crew, sacrificing the treasure, and engineering the portal escape — but Silver's guidance and a significant luck component (the collapsing planet timing) prevent a full 17."", ""core"": ""The emotional core is a genuine and affecting father-wound story: Jim's abandonment by his father, his hunger for a male mentor, and his discovery of self-worth independent of external validation; this is real substance, landing in the Cars/13-15 band rather than the deepest tier."", ""music"": ""John Rzeznik contributes two original songs ('I'm Still Here,' 'Always Know Where You Are') that carry Jim's emotional arc meaningfully, but the film is not a musical and large stretches rely on score alone, placing it in the strong-songs-with-gaps band."", ""inclusion"": ""Band 5/10 (Neutral): The cast is a non-human alien menagerie that is visually diverse but the film teaches no inclusion lesson and harms no real-world group; passive neutral."", ""romance"": ""Romance is entirely absent from Jim's arc; a mild hint exists between his mother and the doctor but it is background decoration and never framed as a prize.""}",70,B,kids,,
Trolls,2016,PG,24,15,11,8,7,5,75.0,71.0,347.0,455.0,,"{""overall"": ""Poppy is a princess (dock); happiness-comes-from-within core; Bergen inclusion arc; sugar-rush songs."", ""wealth"": ""Princess Poppy dock"", ""agency"": ""Poppy rescues everyone"", ""core"": ""Happiness from within"", ""music"": ""Sugar-rush covers"", ""inclusion"": ""Band 7/10 (representation, not the lesson): the Bergens learn joy isn't something you eat; othering softened"", ""romance"": ""Branch slow-burn; fine""}",70,B,kids,,
Mary Poppins,1964,G,26,10,14,10,4,6,96.0,86.0,103.0,950.0,,"{""overall"": ""Wealthy household but the bank is the villain and father's redemption is choosing family over finance; kids are largely passive; elite songbook."", ""wealth"": ""Wealthy household but the bank is the villain"", ""agency"": ""The children are largely passive; Poppins acts"", ""core"": ""Father chooses family over finance"", ""music"": ""Elite songbook"", ""inclusion"": ""Band 4/10 (homogeneous default / missed opportunity): homogeneous default; the suffragette mother played for laughs is a missed opportunity, not degradation"", ""romance"": ""None central""}",70,B,kids,,
Frozen,2013,PG,16,17,17,10,4,6,90.0,85.0,1280.0,1741.0,,"{""overall"": ""Double inherited specialness (royal AND born with powers) but treated as burden; Anna's own act of true love; fear-vs-love core elite; actively demolishes marry-a-man-you-just-met; homogeneous world."", ""wealth"": ""Royal and born-magical; burden framing softens it"", ""agency"": ""Anna's own act of true love"", ""core"": ""Fear versus love; elite"", ""music"": ""Let It Go"", ""inclusion"": ""Band 4/10 (homogeneous default / missed opportunity): homogeneous world presented as default; the faint don't-fear-Elsa thread never becomes a community lesson"", ""romance"": ""Demolishes marry-a-man-you-just-met""}",70,B,kids,,
Atlantis: The Lost Empire,2001,,28,13,13,5,7,3,,,,,,"{""overall"": ""Atlantis is a mid-tier adventure with a genuinely ordinary protagonist (a nerdy linguist, not royalty) whose reward is belonging and purpose rather than status, though the story leans on ensemble action and a light romance subplot. The emotional core about cultural preservation and identity is real but underdeveloped, and the ensemble dilutes Milo's agency at the climax."", ""wealth"": ""Milo is a broke, overlooked museum cartographer — no inherited status — but the story's endorsed outcome involves him becoming a de facto leader/consort of a rediscovered civilization, which edges toward unexamined ascension; scored in the 28-30 band as wealth/status exists but the real reward is cultural restoration rather than personal elevation."", ""agency"": ""Milo drives the intellectual and moral choices (deciphering the language, choosing to help the Atlanteans, rallying the crew) but the climax is heavily ensemble-solved and Kida's crystal-powered transformation does much of the heavy lifting, placing this in the strong-but-split band."", ""core"": ""There is real substance in the themes of cultural erasure, the ethics of exploitation versus preservation, and Milo's search for validation through his grandfather's legacy — but the arc is simpler and less emotionally excavated than top-tier examples."", ""music"": ""Score-only film with no original songs carrying the story; James Newton Howard's orchestral score is functional and atmospheric but the rubric places this squarely at 5."", ""inclusion"": ""Band 7/10 (Meaningful representation, not the lesson): The ensemble crew is notably diverse for a 2001 Disney film (Black, Latino, female engineer, elderly woman), and Kida's Atlantean culture is treated with respect rather than as exotic backdrop, but anti-prejudice is not the film's explicit lesson."", ""romance"": ""Romance between Milo and Kida is present and implied as a reward, but it is secondary to the cultural/adventure plot and neither character sacrifices identity for the relationship, placing it in the balanced middle band.""}",69,B,kids,,
The Croods,2013,,32,11,13,5,5,3,,,,,,"{""overall"": ""The Croods is a prehistoric family adventure whose emotional engine is a father-daughter conflict about fear vs. curiosity, grounded in genuine family dynamics rather than status or wealth. Eep is a strong protagonist but her agency is meaningfully diluted by Guy's role as the knowledge-bearer and her father Grug's arc as co-protagonist. The story endorses no inherited specialness — the Croods are simply a surviving cave family — but the reward is survival and belonging, not livelihood or status."", ""wealth"": ""The family is genuinely ordinary prehistoric survivors with no inherited status doing narrative work; the goal is survival, not ascension, placing this solidly in the high band near 30-35."", ""agency"": ""Eep initiates the journey and makes key choices, but Guy supplies most of the solutions and knowledge, and Grug's climactic sacrifice/ingenuity splits the heroic resolution — strong but meaningfully shared, landing between the 13 and 8 bands; picking 11 as a split."", ""core"": ""The real story is about a father's fear-driven overprotection versus a daughter's need to explore and grow, which is real emotional substance, though it resolves somewhat cleanly without the deeper grief or identity complexity of the top band."", ""music"": ""The film uses an Alan Silvestri orchestral score with no original songs carrying the narrative; purely score-driven, landing at 5."", ""inclusion"": ""Band 5/10 (Neutral): The cast is a non-human-analogue prehistoric family with no real-world group representation, no prejudice lesson taught, and no group harmed — straightforwardly neutral."", ""romance"": ""A light romance between Eep and Guy is present and provides some motivation, but it is clearly secondary to the family arc and neither character is 'chosen' as a prize; balanced at 3.""}",69,B,kids,,
Bee Movie,2007,,32,14,9,5,5,3,,,,,,"{""overall"": ""Bee Movie follows Barry B. Benson, an ordinary bee who rejects the predetermined career path of his society and carves out his own purpose through a lawsuit against humanity — a genuinely self-made arc, though the story's emotional core is thin and the resolution leans on external validation. The romance with Vanessa is present but not the prize, and the film's world is largely non-human, keeping inclusion neutral."", ""wealth"": ""Barry is an ordinary bee with no inherited specialness — his hive assigns everyone the same job, and he rebels against that system rather than ascending within it; the goal is purpose and livelihood, not status, landing this near the 30-band."", ""agency"": ""Barry drives the lawsuit himself and makes the key decisions, but the climax (landing the plane) is heavily shared with Vanessa and luck plays a meaningful role, placing this in the strong-but-split band."", ""core"": ""The story gestures at themes of purpose, conformity, and finding meaning outside prescribed roles, but these are handled lightly and the emotional payoff is shallow — standard adventure/friendship-plus-purpose beats rather than deep honest resonance."", ""music"": ""No original story-carrying songs; the film relies on score and a few licensed tracks, placing it squarely in the score-only band."", ""inclusion"": ""Band 5/10 (Neutral): The cast is almost entirely non-human bees; no group is harmed or taught about, and no inclusion lesson is present — a clean neutral."", ""romance"": ""The cross-species attraction between Barry and Vanessa is present and creates mild tension with her human boyfriend, but being-chosen is not the prize and the film does not endorse it as the reward — balanced, not central.""}",68,B,kids,,
How to Train Your Dragon 2,2014,,22,13,17,8,5,3,,,,,,"{""overall"": ""HTTYD2 is a structurally rich sequel anchored in genuine emotional weight — grief, identity, and the burden of leadership — but Hiccup's specialness is substantially born-into: he is the chief's son, destined to lead, and the story's resolution literally installs him as chief. His agency is strong but meaningfully diluted by destiny framing and a climax where Toothless (not Hiccup) breaks the Alpha's control and saves the day."", ""wealth"": ""Hiccup is the chief's son and the story ends with him inheriting the chieftaincy after his father's death — born-into ascension that is unexamined as a reward, landing between the Cars band (20) and the modest-status band (35); the grief over Stoick complicates but does not critique the status transfer."", ""agency"": ""Hiccup drives the plot through his own choices and idealism, but the climactic resolution — Toothless breaking free of mind-control through his bond with Hiccup rather than any direct action by Hiccup — splits the solving enough to pull this below a full 17."", ""core"": ""The film earns a full 17: it is genuinely about identity (who am I meant to be?), grief (Stoick's death is treated with real weight), and the tension between a father's legacy and a son's vision — honest emotional territory handled without sentimentality."", ""music"": ""John Powell's score is sweeping and story-integrated, and 'For the Dancing and the Dreaming' is a diegetic song with genuine narrative and emotional function, but the film is not a musical and original songs are sparse, placing it in the strong-score-with-limited-songs band."", ""inclusion"": ""Band 5/10 (Neutral): The cast is a homogeneous Viking world with no prejudice lesson and no group harmed; the dragon-human coexistence theme gestures toward otherness but is not framed as an anti-prejudice argument in the way Zootopia or Shrek explicitly is."", ""romance"": ""Hiccup and Astrid's relationship is present and warm but is clearly secondary to the father-son and identity arcs; it is balanced rather than the prize, landing at 3.""}",68,B,kids,,
Shrek 2,2004,,18,13,13,8,10,6,,,,,,"{""overall"": ""Shrek 2 is a fairy-tale parody that actively critiques royal status and the 'happily ever after' fantasy, but its plot mechanics still revolve heavily around the kingdom of Far Far Away and the inherited power of the Fairy Godmother and Prince Charming — born-into greatness is the antagonist force but also the structural engine. The emotional core is genuine (Shrek's insecurity about belonging, Fiona's acceptance of her true self) and the anti-prejudice message is the film's central thesis, earning it high marks there."", ""wealth"": ""Far Far Away's royal wealth and status are omnipresent and structurally central — Fiona's parents' kingdom, Prince Charming's entitlement, and the Fairy Godmother's power all derive from inherited status; the story critiques this but the critique is incomplete because the resolution still involves operating within that royal world rather than escaping it, landing it in the 16-20 band rather than the critique-as-hollow 30 band."", ""agency"": ""Shrek drives most of his own choices and the climax is largely his doing, but the resolution is substantially assembled by Fairy Godmother's potion mechanics, Puss and Donkey's assistance, and a deus-ex-machina kiss reversal — strong but meaningfully split, fitting the 13 band."", ""core"": ""The film has real emotional substance — Shrek's fear that he is not enough for Fiona and her world, and Fiona's rejection of the 'beautiful' ideal — but it is delivered with enough comedic deflection that it sits at the simpler-arc 13 rather than the deep-honest-core 17."", ""music"": ""Features strong licensed songs used diegetically and memorably (Holding Out for a Hero, I Need a Hero staging; Accidentally in Love) plus some original score work, but no original story-carrying songs in the Frozen/Moana sense — fits the 8 band."", ""inclusion"": ""Band 10/10 (inclusion/anti-prejudice IS the lesson): The entire film, like the first, is structured around the thesis that outsiders, the ugly, and the 'wrong' kind of person deserve love and belonging — Shrek, Fiona, Donkey, and Puss are all othered by the royal establishment, and the story's moral engine is explicitly anti-prejudice and anti-conformity."", ""romance"": ""Romance is present but the film actively subverts the 'being chosen by the handsome prince' fantasy — Fiona rejects Prince Charming and the beautiful-human ideal, and the ending endorses the unconventional relationship over the socially approved one, earning the full 6.""}",68,B,kids,,
The Lego Batman Movie,2017,,16,13,17,8,8,6,,,,,,"{""overall"": ""The Lego Batman Movie is a surprisingly deep film about a hyper-wealthy, born-special superhero who must learn that family and vulnerability matter more than lone-wolf status — the emotional core is genuinely honest and the story actively subverts the 'cool billionaire' fantasy. Batman's inherited wealth and born-into-greatness are present but the narrative explicitly critiques them as hollow, landing him in the royal-but-burdened band rather than the unexamined-greatness band. The climax is shared and destiny-assisted enough to dilute full agency."", ""wealth"": ""Batman is a billionaire superhero whose status is the source of his specialness, but the entire film's thesis is that this status is a defense mechanism and a trap — closer to 'royal-but-burdened / status as isolation' (band 16) than unexamined greatness, though the critique is thorough enough to flirt with the 28-30 range; torn between bands, picking the lower one because his wealth and born-specialness still do significant narrative work."", ""agency"": ""Batman drives most of his own story and makes the key emotional choice to accept family, but the climax relies heavily on ensemble cooperation, Robin's contributions, and a shared solution — strong but split, landing at 13."", ""core"": ""The film's emotional core is genuinely about fear of intimacy, grief over lost family, and the courage to be vulnerable — honest and specific enough to earn the top band alongside Inside Out and Frozen."", ""music"": ""The film features original comedic songs (Batman's self-aggrandizing metal tracks, 'Friends Are Family') that carry character and theme, but they are more gag-driven than narratively load-bearing in the way Moana or Frozen songs are — strong songs with gaps earns an 8."", ""inclusion"": ""Band 8/10 (strong inclusion content, secondary to main arc): The film builds a found-family across wildly different characters, includes Barbara Gordon as a competent co-lead, and adopts a diverse surrogate son in Robin, with inclusion themes present but subordinate to the emotional arc about loneliness."", ""romance"": ""Romance is entirely absent as a prize or plot driver — Batman's arc is about chosen family, not romantic partnership, earning the full 6.""}",68,B,kids,,
Puss in Boots: The Last Wish,2022,,22,15,17,5,5,3,,,,,,"{""overall"": ""The Last Wish is a surprisingly deep film whose emotional core — a swashbuckling legend forced to confront his own mortality and fear of death — elevates it well above its fairy-tale trappings. Puss is born a legendary cat with innate charisma and status, but the story actively interrogates that specialness rather than endorsing it; the real reward is self-acceptance and chosen family, not glory. Agency is strong but slightly diluted by ensemble contributions at the climax."", ""wealth"": ""Puss's fame and legendary status do narrative work from the start — he is special by reputation and born talent — but the story critiques that identity as hollow ego-armor, landing closer to the 'wealth/status critiqued as hollow' band around 20-28 rather than unexamined greatness."", ""agency"": ""Puss drives nearly every key decision and ultimately faces the Wolf (Death) on his own terms through a chosen act of courage, but Kitty Softpaws and Perrito contribute meaningfully to the climax resolution, preventing a clean 17."", ""core"": ""The film's emotional core is genuinely about fear of death, ego as self-destruction, and learning to value the life you have — among the most honest and resonant themes in recent animated film, firmly in the 17 band."", ""music"": ""The film relies on a score and licensed/diegetic songs rather than original narrative songs that carry the story, placing it squarely in the score-only band."", ""inclusion"": ""Band 5/10 (Neutral): The cast is a non-human fairy-tale ensemble with no meaningful prejudice lesson and no group harmed; neutral by default."", ""romance"": ""Kitty Softpaws and Puss have a rekindled romance that is present and emotionally meaningful but clearly secondary to the mortality/identity arc, and neither character's worth is defined by being chosen — balanced, not prize-framed.""}",67,B,kids,,
Meet the Robinsons,2007,,22,14,15,5,5,6,,,,,,"{""overall"": ""Meet the Robinsons is a genuinely heartfelt film about an orphan inventor whose identity and worth are rooted in his own creativity and perseverance, not birth status. The emotional core around belonging, failure, and 'keep moving forward' is real and well-earned, though the Robinson family's eccentric wealth and the time-travel destiny mechanics dilute the agency and specialness scores somewhat."", ""wealth"": ""Lewis is an ordinary orphan with no inherited status, but the story's resolution lands him into a wealthy, extraordinary future family — the Robinsons are clearly privileged and spectacular — which is partly the endorsed reward, pushing this into the 20s rather than the 35-40 band."", ""agency"": ""Lewis drives most of his own arc through invention and choice, but the resolution is substantially assisted by Wilbur Robinson's time-travel intervention and the destined-family framing, splitting the credit enough to land in the 13-14 range rather than a full 17."", ""core"": ""The emotional core — an orphan's fear of rejection and his journey to embrace failure as growth — is genuine and resonant, landing solidly in the Cars-15 band of real substance with a somewhat simpler arc than the deepest examples."", ""music"": ""The film uses a licensed/score-driven soundtrack with some original songs (Rob Thomas's 'Little Wonders') but songs do not carry the narrative the way Moana or Frozen songs do; score-only band applies."", ""inclusion"": ""Band 5/10 (Neutral): The Robinson family is amusingly diverse in personality but the film neither teaches inclusion as a lesson nor harms any group; it occupies neutral territory."", ""romance"": ""Romance is entirely absent from Lewis's arc; the film is wholly focused on family belonging rather than any romantic prize, earning the full 6.""}",67,B,kids,,
Sing 2,2021,,28,13,8,8,7,3,,,,,,"{""overall"": ""Sing 2 is a scrappy underdog-troupe story about a community theater company hustling to make it on a bigger stage; the goal is artistic achievement and livelihood rather than status ascension, though the climax leans heavily on a reclusive rock star's participation to validate the show. The emotional core is real but spread thin across an ensemble, and the music is central but mostly covers rather than original story-songs."", ""wealth"": ""The goal is putting on a show and earning a place in a big-city venue — a livelihood/artistic ambition rather than status inheritance — landing it in the 30-band where wealth/status is critiqued or the reward is a job, not a throne."", ""agency"": ""Buster Moon drives the story through relentless initiative and scheming, but the climax depends critically on Clay Calloway choosing to come out of retirement — a key solve that is not fully in Buster's hands — pushing this into the strong-but-split band."", ""core"": ""There is genuine substance around artistic courage, self-belief, and grief (Calloway's arc over his late wife), but the ensemble spread keeps any single emotional thread from reaching the depth of an Inside Out or Coco; it lands at real-substance-simpler-arc."", ""music"": ""Music is the entire premise and the film is packed with well-performed pop covers that serve the plot, but they are licensed/cover songs rather than original story-carrying compositions, placing it in the strong-with-gaps band rather than a full 10."", ""inclusion"": ""Band 7/10 (Meaningful representation, not the lesson): The cast is a genuinely diverse ensemble of species and implied human-world analogues with no group othered, and representation feels organic, but anti-prejudice is not the film's explicit lesson."", ""romance"": ""Romance exists for several characters (Ash, Meena) but is clearly secondary to the artistic mission and never framed as the prize, landing in the balanced middle band.""}",67,B,kids,,
The Incredibles,2004,PG,22,16,14,5,4,6,97.0,75.0,631.0,1060.0,,"{""overall"": ""The rubric's ideological enemy: born-super elite; 'everyone's special means no one is' cuts against the ordinary kid; the self-made striver is the villain; superb craft."", ""wealth"": ""Born-super elite; the striver is villainized"", ""agency"": ""The family acts decisively"", ""core"": ""Midlife, marriage, family under pressure"", ""music"": ""Jazzy score only"", ""inclusion"": ""Band 4/10 (homogeneous default / missed opportunity): a specialness hierarchy endorsed; homogeneous default rather than active harm"", ""romance"": ""A working marriage""}",67,B,kids,,
Quest for Camelot,1998,,22,15,10,8,8,3,,,,,,"{""overall"": ""Quest for Camelot features Kayley, a commoner's daughter who actively drives her own quest, which keeps inherited specialness relatively low — though her father's knighthood and her destiny-flavored arc nudge it above ordinary. The emotional core around proving herself worthy of her father's legacy is real but undercooked, and the film's inclusion of a blind hero (Garrett) and a two-headed dragon is genuinely progressive for its era."", ""wealth"": ""Kayley is a peasant girl, not royalty, but her father was a Knight of the Round Table and her goal is to join that order — modest born-into status doing narrative work, landing near the 20-25 band rather than fully ordinary."", ""agency"": ""Kayley actively pursues the quest, makes key decisions, and participates meaningfully in the climax, but Garrett and the magic of Excalibur share the solving — strong but split, placing this in the 13-15 range."", ""core"": ""There is a real emotional thread about living up to a dead father's legacy and proving a woman's worth in a knightly world, but it is handled with modest depth and frequently interrupted by comic relief, keeping it below the top band."", ""music"": ""The film features original songs by David Foster and Carole Bayer Sager (including 'On My Father's Wings' and 'The Prayer') that carry emotional beats, though the overall song integration is uneven and some numbers feel disconnected from the story."", ""inclusion"": ""Band 8/10 (strong inclusion content, secondary to main arc): Garrett's blindness is portrayed with dignity and is central to his character arc — his disability is a source of strength, not pity — and Kayley's gender is an explicit barrier she overcomes, making inclusion a meaningful secondary theme."", ""romance"": ""Romance between Kayley and Garrett develops during the quest and concludes in marriage, but it is balanced against the primary adventure and self-proving arc rather than being the prize itself.""}",66,B,kids,,
Madagascar,2005,PG,28,13,9,5,5,6,55.0,71.0,542.0,878.0,,"{""overall"": ""Pampered zoo celebrities whose comfort is gently examined; thin core; friendship beats."", ""wealth"": ""Pampered zoo celebrities"", ""agency"": ""Alex confronts his nature, sort of"", ""core"": ""Thin friendship beats"", ""music"": ""Score plus Moves It"", ""inclusion"": ""Band 5/10 (neutral): neutral"", ""romance"": ""None""}",66,B,kids,,
The Boss Baby,2017,PG,24,14,12,5,5,6,53.0,51.0,528.0,681.0,,"{""overall"": ""Corporate-ladder baby (suit as status costume); sibling-love core is genuinely decent under the noise."", ""wealth"": ""The suit is a status costume"", ""agency"": ""Tim drives; corporate framing throughout"", ""core"": ""Sibling love under the noise"", ""music"": ""Score"", ""inclusion"": ""Band 5/10 (neutral): neutral"", ""romance"": ""None""}",66,B,kids,,
Antz,1998,,22,15,13,5,8,3,,,,,,"{""overall"": ""Antz is a surprisingly pointed satire about individuality versus conformity in a rigidly class-stratified society, with a working-class neurotic protagonist who earns his outcome through persistent action rather than birth — though the ending does hand him a princess and a degree of status that softens the anti-hierarchy message. The emotional and thematic substance is real but the resolution partially undercuts it."", ""wealth"": ""Z is born a lowly worker ant with no status — the opposite of inherited greatness — but the story's endorsed reward includes winning the princess and effectively ascending to colony leadership alongside her, which nudges it into the 20-band range; the ascension is somewhat examined and satirized but not fully critiqued as hollow."", ""agency"": ""Z drives nearly every plot turn through his own choices — impersonating a soldier, escaping, seeking Insectopia, exposing Mandible — but Princess Bala and the worker ants' collective action share meaningful credit at the climax, landing this in the strong-but-split band."", ""core"": ""The film has genuine thematic substance about individuality, self-worth, and resisting authoritarian conformity, which is more than standard adventure beats, though it is delivered with comedic lightness rather than deep emotional honesty."", ""music"": ""No original story-carrying songs; the film relies on a score and a few licensed/diegetic tracks (notably 'I Can See Clearly Now'), placing it squarely in the score-only/licensed band."", ""inclusion"": ""Band 8/10 (strong inclusion content, secondary to main arc): The film's entire premise is a class-and-caste critique — worker ants versus soldier ants versus royalty — and Z's outsider neurosis reads as an underdog/everyman inclusion message, though no real-world group prejudice is the explicit lesson."", ""romance"": ""Romance with Bala is present and motivates the plot, but it is balanced against Z's self-actualization arc and is not framed as the sole prize; she is an active agent who chooses him, not a passive reward.""}",66,B,kids,,
